VIV_accession,1_Chordata,2_Mammalia,3_Primates,4_Hominidae,5_Homo,6_Homo sapiens
VIV_1452514,1,1,1,1,1,1
VIV_1452516,1,1,0,0,0,0
VIV_1452540,1,1,0,0,0,0
VIV_1453404,1,1,1,1,1,1
VIV_1453408,1,1,1,1,1,1
VIV_1454021,0,0,0,0,0,0
VIV_1454022,0,0,0,0,0,0
VIV_1454023,0,0,0,0,0,0
VIV_1454024,0,0,0,0,0,0
VIV_1454025,0,0,0,0,0,0
VIV_1454026,0,0,0,0,0,0
VIV_1454027,0,0,0,0,0,0
VIV_1454028,0,0,0,0,0,0
VIV_1454029,0,0,0,0,0,0
VIV_1454030,0,0,0,0,0,0
VIV_1454041,1,1,1,1,1,1
VIV_1454551,1,1,1,1,1,1
VIV_1456752,0,0,0,0,0,0
VIV_1457165,0,0,0,0,0,0
VIV_1457166,0,0,0,0,0,0
VIV_1457322,1,1,1,0,0,0
VIV_1457386,0,0,0,0,0,0
VIV_145856,1,1,1,1,1,1
VIV_1459044,0,0,0,0,0,0
VIV_1460071,0,0,0,0,0,0
VIV_146015,1,1,0,0,0,0
VIV_146032,1,0,0,0,0,0
VIV_1460451,1,1,0,0,0,0
VIV_146073,1,1,1,1,1,1
VIV_1463817,1,0,0,0,0,0
VIV_1464071,1,1,0,0,0,0
VIV_1464072,1,1,0,0,0,0
VIV_1464074,1,1,0,0,0,0
VIV_1464786,0,0,0,0,0,0
VIV_1465751,0,0,0,0,0,0
VIV_1469956,0,0,0,0,0,0
VIV_1471047,1,0,0,0,0,0
VIV_1472342,1,1,1,1,1,1
VIV_1472343,1,1,1,1,1,1
VIV_1472717,1,1,0,0,0,0
VIV_1472911,1,1,0,0,0,0
VIV_1474807,1,1,0,0,0,0
VIV_1475062,1,1,0,0,0,0
VIV_1475063,1,1,0,0,0,0
VIV_1475143,1,1,0,0,0,0
VIV_147711,1,1,1,1,1,1
VIV_1477515,1,0,0,0,0,0
VIV_1478160,1,1,1,1,1,1
VIV_1479613,0,0,0,0,0,0
VIV_1480065,1,0,0,0,0,0
VIV_1481139,0,0,0,0,0,0
VIV_1481453,1,1,0,0,0,0
VIV_1482319,0,0,0,0,0,0
VIV_1482734,1,0,0,0,0,0
VIV_148363,0,0,0,0,0,0
VIV_1483681,1,0,0,0,0,0
VIV_1484030,1,0,0,0,0,0
VIV_1485186,0,0,0,0,0,0
VIV_1487185,0,0,0,0,0,0
VIV_1488557,1,1,0,0,0,0
VIV_1488574,1,1,1,1,1,1
VIV_1489714,0,0,0,0,0,0
VIV_1489836,1,0,0,0,0,0
VIV_1491393,1,1,1,1,1,1
VIV_1491491,1,0,0,0,0,0
VIV_1493858,1,0,0,0,0,0
VIV_1495316,0,0,0,0,0,0
VIV_1495866,0,0,0,0,0,0
VIV_1497391,1,1,1,1,1,1
VIV_1497434,1,1,0,0,0,0
VIV_150058,1,1,0,0,0,0
VIV_1500865,0,0,0,0,0,0
VIV_1500866,0,0,0,0,0,0
VIV_150286,1,0,0,0,0,0
VIV_1503278,1,1,0,0,0,0
VIV_1503279,1,1,0,0,0,0
VIV_1503280,1,1,0,0,0,0
VIV_1503283,1,1,0,0,0,0
VIV_1503286,1,1,0,0,0,0
VIV_1503288,1,1,0,0,0,0
VIV_1503289,1,1,0,0,0,0
VIV_1503290,1,1,0,0,0,0
VIV_1503291,1,1,0,0,0,0
VIV_1503292,1,1,0,0,0,0
VIV_1503293,1,1,0,0,0,0
VIV_1503295,1,1,0,0,0,0
VIV_1503296,1,1,1,1,1,1
VIV_1503299,1,1,1,1,1,1
VIV_1503300,1,1,1,1,1,1
VIV_1503301,1,1,1,1,1,1
VIV_1503302,1,1,1,1,1,1
VIV_1503303,1,1,1,1,1,1
VIV_1503304,1,1,0,0,0,0
VIV_1504288,1,1,0,0,0,0
VIV_1504569,1,1,0,0,0,0
VIV_1506546,1,1,0,0,0,0
VIV_1506568,1,1,0,0,0,0
VIV_1508220,1,1,0,0,0,0
VIV_1508224,1,1,0,0,0,0
VIV_1508228,1,1,0,0,0,0
VIV_1508710,1,1,0,0,0,0
VIV_1508711,1,1,0,0,0,0
VIV_1508712,1,1,0,0,0,0
VIV_1510155,1,0,0,0,0,0
VIV_1511639,1,1,0,0,0,0
VIV_1511784,1,1,1,1,1,1
VIV_1511807,1,1,1,1,1,1
VIV_1511871,1,1,1,1,1,1
VIV_1511882,1,1,1,1,1,1
VIV_1511883,1,1,1,1,1,1
VIV_1511885,1,1,0,0,0,0
VIV_1511907,1,1,1,1,1,1
VIV_1511914,1,1,0,0,0,0
VIV_1511916,1,1,0,0,0,0
VIV_1511919,1,1,1,1,1,1
VIV_1513196,0,0,0,0,0,0
VIV_1513199,0,0,0,0,0,0
VIV_1513204,0,0,0,0,0,0
VIV_1513208,0,0,0,0,0,0
VIV_1513224,0,0,0,0,0,0
VIV_1513225,0,0,0,0,0,0
VIV_1513237,1,1,0,0,0,0
VIV_1513269,1,1,0,0,0,0
VIV_1513315,1,1,0,0,0,0
VIV_1514664,1,1,0,0,0,0
VIV_1514665,1,1,0,0,0,0
VIV_1516079,1,1,0,0,0,0
VIV_1516080,1,1,0,0,0,0
VIV_1516081,1,1,1,1,1,1
VIV_1517960,0,0,0,0,0,0
VIV_1518575,1,1,1,1,1,1
VIV_1518603,1,1,0,0,0,0
VIV_1519097,1,1,0,0,0,0
VIV_1519400,1,1,1,1,1,1
VIV_1519409,1,1,1,1,1,1
VIV_1520006,1,0,0,0,0,0
VIV_1520935,1,1,1,1,1,1
VIV_1521188,0,0,0,0,0,0
VIV_1522059,1,1,0,0,0,0
VIV_152219,1,1,1,1,1,1
VIV_1525173,1,1,1,1,1,1
VIV_1526521,0,0,0,0,0,0
VIV_1529056,0,0,0,0,0,0
VIV_1529392,1,1,0,0,0,0
VIV_1529909,1,1,1,1,1,1
VIV_1529918,1,1,1,1,1,1
VIV_1529924,1,1,1,1,1,1
VIV_1530251,1,1,1,1,1,1
VIV_1530454,1,1,0,0,0,0
VIV_1531287,0,0,0,0,0,0
VIV_1534544,1,0,0,0,0,0
VIV_1534545,1,0,0,0,0,0
VIV_1534546,1,0,0,0,0,0
VIV_1534547,1,0,0,0,0,0
VIV_1534548,1,0,0,0,0,0
VIV_1535247,1,1,1,0,0,0
VIV_1535290,1,1,1,1,1,1
VIV_1535291,1,1,1,1,1,1
VIV_1535802,1,1,0,0,0,0
VIV_1537166,1,1,0,0,0,0
VIV_1537975,1,1,0,0,0,0
VIV_1538452,1,1,0,0,0,0
VIV_1538454,1,1,0,0,0,0
VIV_1538455,0,0,0,0,0,0
VIV_1538456,1,1,0,0,0,0
VIV_1541119,0,0,0,0,0,0
VIV_1541205,1,1,0,0,0,0
VIV_1541211,1,1,0,0,0,0
VIV_154122,1,1,0,0,0,0
VIV_1542743,1,1,0,0,0,0
VIV_154334,1,1,1,0,0,0
VIV_1543419,1,1,0,0,0,0
VIV_1544901,1,1,1,1,1,1
VIV_1546177,1,1,1,0,0,0
VIV_1546178,1,1,1,0,0,0
VIV_1546257,0,0,0,0,0,0
VIV_1547219,0,0,0,0,0,0
VIV_1547495,1,1,1,1,1,1
VIV_1548712,1,1,0,0,0,0
VIV_1548714,1,0,0,0,0,0
VIV_1548715,1,0,0,0,0,0
VIV_1548718,1,0,0,0,0,0
VIV_1548719,1,0,0,0,0,0
VIV_1549864,1,0,0,0,0,0
VIV_1550518,1,1,0,0,0,0
VIV_1552409,1,1,0,0,0,0
VIV_1552661,0,0,0,0,0,0
VIV_1552662,0,0,0,0,0,0
VIV_1552846,0,0,0,0,0,0
VIV_1554500,1,1,1,1,1,1
VIV_1554501,1,1,0,0,0,0
VIV_1560346,1,1,1,0,0,0
VIV_1560351,0,0,0,0,0,0
VIV_1561705,1,1,0,0,0,0
VIV_1562038,1,1,0,0,0,0
VIV_1562039,1,1,0,0,0,0
VIV_1562064,1,1,0,0,0,0
VIV_1562065,1,1,0,0,0,0
VIV_1562066,1,1,0,0,0,0
VIV_1562069,1,1,0,0,0,0
VIV_1563660,0,0,0,0,0,0
VIV_1564097,0,0,0,0,0,0
VIV_1564099,1,1,1,1,1,1
VIV_1564115,1,1,0,0,0,0
VIV_1564120,1,0,0,0,0,0
VIV_1564182,1,1,1,0,0,0
VIV_1565990,1,0,0,0,0,0
VIV_1566011,1,1,0,0,0,0
VIV_1566298,0,0,0,0,0,0
VIV_1566307,1,1,0,0,0,0
VIV_1566309,1,0,0,0,0,0
VIV_1566869,0,0,0,0,0,0
VIV_1567404,0,0,0,0,0,0
VIV_1569258,0,0,0,0,0,0
VIV_1569259,0,0,0,0,0,0
VIV_1569922,1,1,1,1,1,1
VIV_1572236,1,1,0,0,0,0
VIV_1572237,1,1,0,0,0,0
VIV_1572238,1,1,0,0,0,0
VIV_1572239,1,1,0,0,0,0
VIV_1572341,1,0,0,0,0,0
VIV_1573760,0,0,0,0,0,0
VIV_1573761,0,0,0,0,0,0
VIV_1574287,1,0,0,0,0,0
VIV_1574360,0,0,0,0,0,0
VIV_1574361,0,0,0,0,0,0
VIV_1574362,0,0,0,0,0,0
VIV_1574422,1,1,0,0,0,0
VIV_1574627,1,1,1,1,1,1
VIV_1574628,1,1,1,1,1,1
VIV_1574629,1,1,1,1,1,1
VIV_1577137,0,0,0,0,0,0
VIV_1577776,0,0,0,0,0,0
VIV_1578134,1,1,0,0,0,0
VIV_1578826,1,0,0,0,0,0
VIV_1579460,1,1,0,0,0,0
VIV_1580497,1,0,0,0,0,0
VIV_1580580,0,0,0,0,0,0
VIV_1581151,1,1,1,0,0,0
VIV_1582094,1,1,1,1,1,1
VIV_1585246,0,0,0,0,0,0
VIV_158683,0,0,0,0,0,0
VIV_1588048,1,1,0,0,0,0
VIV_1588049,1,1,0,0,0,0
VIV_1588685,1,1,0,0,0,0
VIV_1590370,1,1,0,0,0,0
VIV_1590650,1,0,0,0,0,0
VIV_1590835,0,0,0,0,0,0
VIV_1590836,0,0,0,0,0,0
VIV_159122,1,1,1,1,1,1
VIV_159138,1,1,0,0,0,0
VIV_159139,1,1,1,1,1,1
VIV_159140,1,1,1,1,1,1
VIV_159141,1,1,0,0,0,0
VIV_159143,0,0,0,0,0,0
VIV_159144,1,1,1,1,1,1
VIV_1591444,0,0,0,0,0,0
VIV_159145,1,1,1,1,1,1
VIV_159147,1,1,1,1,1,1
VIV_159148,1,1,1,1,1,1
VIV_159150,1,1,1,1,1,1
VIV_159151,1,1,0,0,0,0
VIV_159152,1,1,0,0,0,0
VIV_159153,0,0,0,0,0,0
VIV_1592109,0,0,0,0,0,0
VIV_1592110,0,0,0,0,0,0
VIV_1592111,0,0,0,0,0,0
VIV_1592113,0,0,0,0,0,0
VIV_1592114,0,0,0,0,0,0
VIV_1592115,0,0,0,0,0,0
VIV_1592116,0,0,0,0,0,0
VIV_1592117,0,0,0,0,0,0
VIV_1592118,0,0,0,0,0,0
VIV_1592119,0,0,0,0,0,0
VIV_1592120,0,0,0,0,0,0
VIV_1592122,0,0,0,0,0,0
VIV_1592123,0,0,0,0,0,0
VIV_1592124,0,0,0,0,0,0
VIV_1592125,0,0,0,0,0,0
VIV_1592127,0,0,0,0,0,0
VIV_1592128,0,0,0,0,0,0
VIV_1592129,0,0,0,0,0,0
VIV_1592335,0,0,0,0,0,0
VIV_159252,0,0,0,0,0,0
VIV_1592576,0,0,0,0,0,0
VIV_1592764,1,1,0,0,0,0
VIV_1595998,1,1,1,1,1,1
VIV_1603068,1,1,1,1,0,0
VIV_1603962,1,1,0,0,0,0
VIV_1603963,1,1,1,0,0,0
VIV_1603964,1,1,1,0,0,0
VIV_1604871,1,1,0,0,0,0
VIV_1604874,1,1,1,1,0,0
VIV_1604875,1,1,1,1,0,0
VIV_1605403,1,1,0,0,0,0
VIV_1605972,1,1,0,0,0,0
VIV_1606497,1,1,0,0,0,0
VIV_1606498,1,1,0,0,0,0
VIV_1606499,1,1,0,0,0,0
VIV_1606500,1,1,0,0,0,0
VIV_1606765,1,1,0,0,0,0
VIV_160796,1,1,1,0,0,0
VIV_1608041,0,0,0,0,0,0
VIV_1608042,0,0,0,0,0,0
VIV_1608044,0,0,0,0,0,0
VIV_1608045,0,0,0,0,0,0
VIV_1608046,0,0,0,0,0,0
VIV_1608047,0,0,0,0,0,0
VIV_1608048,0,0,0,0,0,0
VIV_1608049,0,0,0,0,0,0
VIV_1608056,0,0,0,0,0,0
VIV_1608057,0,0,0,0,0,0
VIV_1608058,0,0,0,0,0,0
VIV_1608060,0,0,0,0,0,0
VIV_1608061,0,0,0,0,0,0
VIV_1608063,0,0,0,0,0,0
VIV_1608064,0,0,0,0,0,0
VIV_1608065,0,0,0,0,0,0
VIV_1608066,0,0,0,0,0,0
VIV_1608067,0,0,0,0,0,0
VIV_1608068,0,0,0,0,0,0
VIV_1608072,0,0,0,0,0,0
VIV_1608074,0,0,0,0,0,0
VIV_1608075,0,0,0,0,0,0
VIV_1608076,0,0,0,0,0,0
VIV_1608081,0,0,0,0,0,0
VIV_1608083,1,1,1,1,1,1
VIV_1608084,1,1,1,1,1,1
VIV_1608085,0,0,0,0,0,0
VIV_1608086,0,0,0,0,0,0
VIV_1608087,0,0,0,0,0,0
VIV_1608088,0,0,0,0,0,0
VIV_1608089,0,0,0,0,0,0
VIV_1608090,0,0,0,0,0,0
VIV_1608094,0,0,0,0,0,0
VIV_1608097,0,0,0,0,0,0
VIV_1608099,0,0,0,0,0,0
VIV_1608100,0,0,0,0,0,0
VIV_1608101,0,0,0,0,0,0
VIV_1608102,0,0,0,0,0,0
VIV_1608104,0,0,0,0,0,0
VIV_1608105,0,0,0,0,0,0
VIV_1608107,0,0,0,0,0,0
VIV_1608109,0,0,0,0,0,0
VIV_1608110,0,0,0,0,0,0
VIV_1608111,0,0,0,0,0,0
VIV_1608112,0,0,0,0,0,0
VIV_1608114,0,0,0,0,0,0
VIV_1608119,0,0,0,0,0,0
VIV_1608120,0,0,0,0,0,0
VIV_1608121,0,0,0,0,0,0
VIV_1608123,0,0,0,0,0,0
VIV_1608126,0,0,0,0,0,0
VIV_1608127,0,0,0,0,0,0
VIV_1608133,0,0,0,0,0,0
VIV_1608134,0,0,0,0,0,0
VIV_1608137,0,0,0,0,0,0
VIV_1608138,0,0,0,0,0,0
VIV_1608139,0,0,0,0,0,0
VIV_1608141,0,0,0,0,0,0
VIV_1608144,0,0,0,0,0,0
VIV_1608145,0,0,0,0,0,0
VIV_1608146,0,0,0,0,0,0
VIV_1608323,1,1,0,0,0,0
VIV_1608533,0,0,0,0,0,0
VIV_1611039,0,0,0,0,0,0
VIV_1611837,1,0,0,0,0,0
VIV_1611877,1,1,1,0,0,0
VIV_161494,0,0,0,0,0,0
VIV_1615583,1,1,0,0,0,0
VIV_1615758,0,0,0,0,0,0
VIV_161675,1,1,1,0,0,0
VIV_1618189,1,1,1,1,1,1
VIV_1618232,0,0,0,0,0,0
VIV_1618233,0,0,0,0,0,0
VIV_1618234,0,0,0,0,0,0
VIV_1618235,0,0,0,0,0,0
VIV_1618236,0,0,0,0,0,0
VIV_1618237,0,0,0,0,0,0
VIV_1618238,0,0,0,0,0,0
VIV_1618239,0,0,0,0,0,0
VIV_1618240,0,0,0,0,0,0
VIV_1618242,0,0,0,0,0,0
VIV_1618243,0,0,0,0,0,0
VIV_1618244,0,0,0,0,0,0
VIV_1618245,0,0,0,0,0,0
VIV_1618246,0,0,0,0,0,0
VIV_1618247,0,0,0,0,0,0
VIV_1618248,0,0,0,0,0,0
VIV_1618249,0,0,0,0,0,0
VIV_1618250,0,0,0,0,0,0
VIV_1618251,0,0,0,0,0,0
VIV_1618252,0,0,0,0,0,0
VIV_1618253,0,0,0,0,0,0
VIV_1618254,0,0,0,0,0,0
VIV_1618255,0,0,0,0,0,0
VIV_1618256,0,0,0,0,0,0
VIV_1618257,0,0,0,0,0,0
VIV_1618258,0,0,0,0,0,0
VIV_1618259,0,0,0,0,0,0
VIV_1618260,0,0,0,0,0,0
VIV_1619218,1,1,1,0,0,0
VIV_1619219,1,1,1,0,0,0
VIV_1619220,1,1,1,0,0,0
VIV_1619253,1,1,0,0,0,0
VIV_162013,1,1,1,1,1,1
VIV_1620507,0,0,0,0,0,0
VIV_1620892,1,1,0,0,0,0
VIV_1620893,0,0,0,0,0,0
VIV_1620895,0,0,0,0,0,0
VIV_1620896,0,0,0,0,0,0
VIV_1620897,0,0,0,0,0,0
VIV_162145,1,1,1,1,1,1
VIV_1622024,1,1,0,0,0,0
VIV_1623310,1,1,1,1,1,1
VIV_1623684,1,1,0,0,0,0
VIV_1623685,1,1,0,0,0,0
VIV_1623686,1,1,0,0,0,0
VIV_1623687,1,1,0,0,0,0
VIV_1623688,1,1,0,0,0,0
VIV_1623689,1,1,0,0,0,0
VIV_1629132,0,0,0,0,0,0
VIV_1629656,1,1,1,0,0,0
VIV_1629657,1,1,1,0,0,0
VIV_1629665,1,1,0,0,0,0
VIV_1629666,1,1,0,0,0,0
VIV_1629667,1,1,0,0,0,0
VIV_1629671,1,1,0,0,0,0
VIV_1631554,1,1,0,0,0,0
VIV_1633187,1,1,0,0,0,0
VIV_1633878,1,1,0,0,0,0
VIV_1634381,1,1,0,0,0,0
VIV_1634476,1,0,0,0,0,0
VIV_1634484,1,1,0,0,0,0
VIV_1634485,1,1,0,0,0,0
VIV_1634486,1,1,0,0,0,0
VIV_1634487,1,1,0,0,0,0
VIV_1634488,1,1,1,1,1,1
VIV_1637496,1,1,0,0,0,0
VIV_1637527,1,1,0,0,0,0
VIV_1640278,1,1,0,0,0,0
VIV_1641642,1,1,0,0,0,0
VIV_1641896,1,0,0,0,0,0
VIV_1642018,0,0,0,0,0,0
VIV_1642436,1,1,0,0,0,0
VIV_1642458,1,1,0,0,0,0
VIV_1642515,1,0,0,0,0,0
VIV_1642852,0,0,0,0,0,0
VIV_1642929,0,0,0,0,0,0
VIV_164416,1,1,1,1,1,1
VIV_1647924,1,1,1,1,1,1
VIV_1649829,1,1,1,1,1,1
VIV_1650736,1,1,1,1,1,1
VIV_1653087,1,0,0,0,0,0
VIV_1654355,0,0,0,0,0,0
VIV_1654356,0,0,0,0,0,0
VIV_1654357,0,0,0,0,0,0
VIV_1654582,0,0,0,0,0,0
VIV_1658615,1,1,1,0,0,0
VIV_1659219,1,1,0,0,0,0
VIV_1659220,1,1,0,0,0,0
VIV_1659650,1,1,1,1,1,1
VIV_166056,0,0,0,0,0,0
VIV_166122,1,1,1,1,1,1
VIV_1661392,1,0,0,0,0,0
VIV_1661395,1,0,0,0,0,0
VIV_1662272,1,1,0,0,0,0
VIV_1662286,1,0,0,0,0,0
VIV_1663127,1,1,0,0,0,0
VIV_1663356,1,1,0,0,0,0
VIV_1664809,0,0,0,0,0,0
VIV_1664810,0,0,0,0,0,0
VIV_1667587,1,1,1,1,1,1
VIV_166921,0,0,0,0,0,0
VIV_1670662,1,0,0,0,0,0
VIV_1670669,0,0,0,0,0,0
VIV_1670973,1,0,0,0,0,0
VIV_1671382,1,0,0,0,0,0
VIV_1671798,1,1,1,1,1,1
VIV_1672384,1,0,0,0,0,0
VIV_1672385,1,0,0,0,0,0
VIV_1673633,1,1,0,0,0,0
VIV_1673637,1,1,0,0,0,0
VIV_1673638,1,1,0,0,0,0
VIV_1673646,1,1,0,0,0,0
VIV_1673681,1,1,1,1,1,1
VIV_1675862,0,0,0,0,0,0
VIV_1675864,0,0,0,0,0,0
VIV_1675865,0,0,0,0,0,0
VIV_1675866,0,0,0,0,0,0
VIV_1676184,1,1,1,1,0,0
VIV_1676185,1,1,1,1,0,0
VIV_1678143,1,1,1,1,1,1
VIV_1678144,1,1,0,0,0,0
VIV_1678146,1,1,0,0,0,0
VIV_1678224,1,1,1,1,1,1
VIV_1678225,1,1,1,1,1,1
VIV_1678227,1,1,1,1,1,1
VIV_1678228,1,1,1,0,0,0
VIV_1678229,1,0,0,0,0,0
VIV_1678231,1,1,1,1,1,1
VIV_1678234,1,1,1,1,1,1
VIV_1679172,1,1,1,1,1,1
VIV_1679445,1,1,0,0,0,0
VIV_1679933,1,1,0,0,0,0
VIV_1680894,1,1,0,0,0,0
VIV_1680908,1,0,0,0,0,0
VIV_1682186,0,0,0,0,0,0
VIV_1682187,0,0,0,0,0,0
VIV_1682340,1,1,1,1,1,1
VIV_168238,1,1,1,1,1,1
VIV_1685724,0,0,0,0,0,0
VIV_1685725,0,0,0,0,0,0
VIV_1685726,0,0,0,0,0,0
VIV_1685727,0,0,0,0,0,0
VIV_1685728,0,0,0,0,0,0
VIV_1685730,0,0,0,0,0,0
VIV_1685731,0,0,0,0,0,0
VIV_1685733,0,0,0,0,0,0
VIV_1685734,0,0,0,0,0,0
VIV_1685735,0,0,0,0,0,0
VIV_1685737,0,0,0,0,0,0
VIV_1685738,0,0,0,0,0,0
VIV_1685739,0,0,0,0,0,0
VIV_1685740,0,0,0,0,0,0
VIV_1685741,0,0,0,0,0,0
VIV_1685742,0,0,0,0,0,0
VIV_1685743,0,0,0,0,0,0
VIV_1685744,0,0,0,0,0,0
VIV_1685745,0,0,0,0,0,0
VIV_1685746,0,0,0,0,0,0
VIV_1685747,0,0,0,0,0,0
VIV_1685748,0,0,0,0,0,0
VIV_1685749,0,0,0,0,0,0
VIV_1685750,0,0,0,0,0,0
VIV_1685751,0,0,0,0,0,0
VIV_1685752,0,0,0,0,0,0
VIV_1685753,0,0,0,0,0,0
VIV_1685755,0,0,0,0,0,0
VIV_1685756,0,0,0,0,0,0
VIV_1685757,0,0,0,0,0,0
VIV_1685758,0,0,0,0,0,0
VIV_1685759,0,0,0,0,0,0
VIV_1685760,0,0,0,0,0,0
VIV_1685761,0,0,0,0,0,0
VIV_1685762,0,0,0,0,0,0
VIV_1685763,0,0,0,0,0,0
VIV_1685764,0,0,0,0,0,0
VIV_1685765,0,0,0,0,0,0
VIV_1685766,0,0,0,0,0,0
VIV_1685767,0,0,0,0,0,0
VIV_1685768,0,0,0,0,0,0
VIV_1685769,0,0,0,0,0,0
VIV_1685770,0,0,0,0,0,0
VIV_1685771,0,0,0,0,0,0
VIV_1685772,0,0,0,0,0,0
VIV_1685773,0,0,0,0,0,0
VIV_1685774,0,0,0,0,0,0
VIV_1685775,0,0,0,0,0,0
VIV_1685776,0,0,0,0,0,0
VIV_1685777,0,0,0,0,0,0
VIV_1685778,0,0,0,0,0,0
VIV_1685780,0,0,0,0,0,0
VIV_1685781,0,0,0,0,0,0
VIV_1685785,0,0,0,0,0,0
VIV_1685953,0,0,0,0,0,0
VIV_1689785,1,1,0,0,0,0
VIV_1690666,0,0,0,0,0,0
VIV_1690672,1,0,0,0,0,0
VIV_1691889,1,1,0,0,0,0
VIV_1692107,0,0,0,0,0,0
VIV_1692242,0,0,0,0,0,0
VIV_1692243,0,0,0,0,0,0
VIV_1692244,0,0,0,0,0,0
VIV_1692245,0,0,0,0,0,0
VIV_1692246,0,0,0,0,0,0
VIV_1692247,1,0,0,0,0,0
VIV_1692248,0,0,0,0,0,0
VIV_1692249,0,0,0,0,0,0
VIV_1692250,0,0,0,0,0,0
VIV_1692251,0,0,0,0,0,0
VIV_1692252,0,0,0,0,0,0
VIV_1692253,0,0,0,0,0,0
VIV_1692254,0,0,0,0,0,0
VIV_1692255,0,0,0,0,0,0
VIV_1692256,0,0,0,0,0,0
VIV_1692257,0,0,0,0,0,0
VIV_1692258,0,0,0,0,0,0
VIV_1692259,0,0,0,0,0,0
VIV_1692260,0,0,0,0,0,0
VIV_1692261,0,0,0,0,0,0
VIV_1692262,0,0,0,0,0,0
VIV_1692263,0,0,0,0,0,0
VIV_1697349,1,0,0,0,0,0
VIV_1699094,1,0,0,0,0,0
VIV_1699095,1,1,1,1,1,1
VIV_1699316,1,1,0,0,0,0
VIV_170325,1,1,0,0,0,0
VIV_1704090,1,1,1,1,1,1
VIV_1705352,1,0,0,0,0,0
VIV_170617,0,0,0,0,0,0
VIV_170621,0,0,0,0,0,0
VIV_1708572,1,1,0,0,0,0
VIV_1708574,0,0,0,0,0,0
VIV_1708653,1,1,0,0,0,0
VIV_1708654,0,0,0,0,0,0
VIV_1712570,1,1,1,1,1,1
VIV_1712572,1,1,0,0,0,0
VIV_1714377,1,1,0,0,0,0
VIV_1714621,1,1,1,1,1,1
VIV_1714622,1,1,1,1,1,1
VIV_1715288,1,0,0,0,0,0
VIV_1715290,1,0,0,0,0,0
VIV_1715291,1,0,0,0,0,0
VIV_1715293,1,0,0,0,0,0
VIV_1715778,1,1,1,0,0,0
VIV_1715779,1,1,1,0,0,0
VIV_1716044,1,1,1,0,0,0
VIV_1721090,1,0,0,0,0,0
VIV_172296,1,1,0,0,0,0
VIV_172297,1,1,0,0,0,0
VIV_172314,1,1,1,1,1,1
VIV_1725367,1,1,1,0,0,0
VIV_172861,1,0,0,0,0,0
VIV_172862,1,1,0,0,0,0
VIV_1729141,1,1,1,1,1,1
VIV_173082,1,0,0,0,0,0
VIV_1732201,1,1,0,0,0,0
VIV_1734441,1,1,0,0,0,0
VIV_1736767,1,0,0,0,0,0
VIV_1737522,1,1,0,0,0,0
VIV_1737523,1,1,0,0,0,0
VIV_1737586,1,1,1,0,0,0
VIV_1743411,1,1,1,1,0,0
VIV_1744961,1,1,0,0,0,0
VIV_1746058,1,1,0,0,0,0
VIV_1746059,0,0,0,0,0,0
VIV_1746060,0,0,0,0,0,0
VIV_1746061,0,0,0,0,0,0
VIV_1746062,0,0,0,0,0,0
VIV_1746063,0,0,0,0,0,0
VIV_1746064,0,0,0,0,0,0
VIV_1746065,0,0,0,0,0,0
VIV_1746066,1,0,0,0,0,0
VIV_1746067,0,0,0,0,0,0
VIV_1746070,0,0,0,0,0,0
VIV_1746071,0,0,0,0,0,0
VIV_1746072,0,0,0,0,0,0
VIV_1747359,1,1,0,0,0,0
VIV_1747360,1,1,0,0,0,0
VIV_1750712,0,0,0,0,0,0
VIV_1755290,1,1,1,1,1,1
VIV_1755588,1,0,0,0,0,0
VIV_1755590,1,0,0,0,0,0
VIV_175567,1,1,1,1,1,1
VIV_1755694,1,1,0,0,0,0
VIV_1756186,0,0,0,0,0,0
VIV_1756191,1,1,0,0,0,0
VIV_1756444,1,1,0,0,0,0
VIV_1756445,1,1,0,0,0,0
VIV_1758878,0,0,0,0,0,0
VIV_1758881,0,0,0,0,0,0
VIV_1758882,0,0,0,0,0,0
VIV_1758883,0,0,0,0,0,0
VIV_1762023,1,1,1,1,0,0
VIV_1763507,1,1,0,0,0,0
VIV_1763596,0,0,0,0,0,0
VIV_1763623,1,1,0,0,0,0
VIV_1764076,1,1,1,1,1,1
VIV_1764085,0,0,0,0,0,0
VIV_1764087,0,0,0,0,0,0
VIV_1765754,0,0,0,0,0,0
VIV_176652,0,0,0,0,0,0
VIV_1766554,1,1,1,1,1,1
VIV_1766557,1,0,0,0,0,0
VIV_1766559,1,0,0,0,0,0
VIV_176656,1,0,0,0,0,0
VIV_1768064,1,1,0,0,0,0
VIV_1769780,0,0,0,0,0,0
VIV_1774200,0,0,0,0,0,0
VIV_1775957,0,0,0,0,0,0
VIV_1776109,1,0,0,0,0,0
VIV_1776153,0,0,0,0,0,0
VIV_1776868,1,1,0,0,0,0
VIV_1778558,0,0,0,0,0,0
VIV_1778559,0,0,0,0,0,0
VIV_1778560,0,0,0,0,0,0
VIV_1778561,0,0,0,0,0,0
VIV_1778570,0,0,0,0,0,0
VIV_1778571,0,0,0,0,0,0
VIV_1778572,0,0,0,0,0,0
VIV_1778573,0,0,0,0,0,0
VIV_1780058,1,1,0,0,0,0
VIV_1788315,1,1,0,0,0,0
VIV_1788432,1,1,1,1,1,1
VIV_1788433,1,1,1,1,1,1
VIV_1788434,1,1,0,0,0,0
VIV_1788436,1,1,1,1,1,1
VIV_179241,1,1,0,0,0,0
